"sl_um","force","sem"
"2.08","0.999571428571429","0.0903150599130386"
"2.16","2.48357142857143","0.210223865874832"
"2.24","3.94857142857143","0.364215033005059"
"2.32","5.49714285714286","0.540887984352541"
"2.4","7.75071428571429","0.973681393094798"
"2.48","11.0014285714286","1.80445323889697"
